PU;NAME;WGMS_ID;SURVEY_ID;SURVEY_DATE;REFERENCE_DATE;AREA_SURVEY_YEAR;AREA_CHANGE;ELEV_CH;ELEV_CH_UNC;INVESTIGATOR;SPONS_AGENCY;REFERENCE;REMARKS
CH;MORGENHORN-NE;5171;2313;20119999;19739999;0.062;-104;-2724;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1350.0. ID SGI 2010: A55A/15n.
CH;MORTERATSCH;1673;1027;20099999;19919999;14.186;-3000;-19640;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1569.0. ID SGI 2010: E22/03.
CH;MOURTI GLACIER DE VS;5608;2740;20109999;19779999;0.224;-124;-16886;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2532.0. ID SGI 2010: B74/17.
CH;MOURTI GLACIER DE VS;5556;2688;20109999;19889999;0.059;-77;-26512;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2492.0. ID SGI 2010: B72/02.
CH;MUCIA GHIACCIAIO DE (PART OF C53/03);5763;2895;20099999;19899999;0.061;-301;-20228;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 3024.0. ID SGI 2010: C53/08n.
CH;MUEETERLISHORN-S;4866;2018;20109999;19659999;0.026;-38;-7958;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 738.0. ID SGI 2010: A51E/42.
CH;MULETS DE LA TSESETTE;5643;2775;20109999;19679999;0.037;-23;-4644;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2863.0. ID SGI 2010: B82/40.
CH;MUNTANELLAS;5855;2985;20089999;19739999;0.088;-33;-19352;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 208.0. ID SGI 2010: E50/04.
CH;MURAGL VADRET-E;5792;2924;20099999;19919999;0.026;-117;-20908;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1191.0. ID SGI 2010: E20/02.
CH;MURAGL-W;5793;2925;20099999;19919999;0.014;-21;-14832;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1195.0. ID SGI 2010: E20/03.
CH;MURMETSPLANGGSTOCK;4902;2052;20109999;19679999;0.008;-46;-20647;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 378.0. ID SGI 2010: A51F/47.
CH;MURTEL;4339;1697;20099999;19919999;0.301;0;-23520;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1660.0. ID SGI 2010: E23/16.
CH;MURTEL VADRET DAL;5813;2944;20099999;19919999;0.049;-77;-21697;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1636.0. ID SGI 2010: E24/04.
CH;MUTT;472;471;20099999;19759999;0.361;0;-25040;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1026.0. ID SGI 2010: B44/03.
CH;MUTTEN;2318;1076;20099999;19759999;0.65;-1000;-26940;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1051.0. ID SGI 2010: A51E/56n.
CH;MUTTENSTOECK;4858;2010;20099999;19759999;0.024;-100;-28121;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1044.0. ID SGI 2010: A51E/27.
CH;NADELGRAT-E-I;5455;2594;20099999;19689999;0.012;-45;-7086;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2274.0. ID SGI 2010: B53/23n.
CH;NAESSI;5100;2244;20119999;19739999;0.278;-81;-9343;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 838.0. ID SGI 2010: A54L/10.
CH;NAESSIHORN-E;5108;2252;20099999;19739999;0.055;-11;-2856;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 843.0. ID SGI 2010: A54L/22n.
CH;NAESSIHORN-SW;5101;2245;20119999;19739999;0.173;-50;-10841;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 870.0. ID SGI 2010: A54L/11.
CH;NALPS GLATSCHER DA;4732;1888;20109999;19909999;0.024;-98;-13559;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 937.0. ID SGI 2010: A14H/05.
CH;NAMENLOS BE;5105;2249;20119999;19749999;0.084;-10;-8645;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 986.0. ID SGI 2010: A54L/16.
CH;NAMENLOS BE;5114;2258;20119999;19749999;0.028;-17;-5903;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 982.0. ID SGI 2010: A54L/30n.
CH;NAMENLOS VD;5225;2366;20109999;19619999;0.041;-90;-2672;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2067.0. ID SGI 2010: B16/10n.
CH;NAMENLOS VS;5211;2353;20109999;19679999;0.018;-33;-6141;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1914.0. ID SGI 2010: A55C/21n.
CH;NAMENLOS VS;5563;2695;20109999;19889999;0.009;-11;-1404;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2687.0. ID SGI 2010: B72/12.
CH;NAMENLOS VS;5326;2466;20119999;19749999;0.004;-6;-5206;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1386.0. ID SGI 2010: B36/27.
CH;NAMENLOS VS;5327;2467;20119999;19749999;0.282;-183;-19498;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1280.0. ID SGI 2010: B36/28.
CH;NAMENLOS VS;5308;2448;20119999;19759999;0.024;-29;-11774;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1746.0. ID SGI 2010: B36/03.
CH;NAMENLOS VS;5309;2449;20119999;19759999;0.067;-67;-30880;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1670.0. ID SGI 2010: B36/04.
CH;NASSE STRAHLEGG-SE;5020;2164;20119999;19749999;0.023;-17;-10082;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1045.0. ID SGI 2010: A54G/12.
CH;NEST;5272;2413;20119999;19809999;0.456;-284;-18092;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1855.0. ID SGI 2010: B32/07.
CH;NESTHORN-N;5329;2469;20119999;19789999;0.047;-32;-9351;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1772.0. ID SGI 2010: B36/35n.
CH;NESTHORN-SW;5303;2444;20119999;19789999;0.006;-16;-12191;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1825.0. ID SGI 2010: B35/09n.
CH;NIEMET GLATSCHER DA;4669;1827;20099999;19899999;0.088;-194;-18113;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1401.0. ID SGI 2010: A13H/02.
CH;NOERDLICHER BREITLOUWENEN;5149;2292;20119999;19749999;0.338;-46;-8414;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1272.0. ID SGI 2010: A54M/41n.
CH;NOIR GLACIER;5696;2828;20109999;19719999;0.203;-26;-18830;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2292.0. ID SGI 2010: B93/03.
CH;NOLLEN;5138;2281;20119999;19749999;0.09;-27;-601;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1009.0. ID SGI 2010: A54M/26n.
CH;NOLLEN -E;5442;2581;20099999;19889999;0.154;-89;-22273;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2597.0. ID SGI 2010: B52/12.
CH;NOLLEN -W;5443;2582;20099999;19889999;0.274;-112;-20892;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 2584.0. ID SGI 2010: B52/13.
CH;NUFENENSTOCK-N;5392;2531;20099999;19759999;0.008;-8;-1117;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1505.0. ID SGI 2010: B45/11n.
CH;NUFENENSTOCK-W;5387;2526;20099999;19759999;0.01;-13;-13498;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1509.0. ID SGI 2010: B45/03.
CH;OBER GABELJOCH;5503;2637;20109999;19699999;0.015;-1;-773;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 3067.0. ID SGI 2010: B57/23n.
CH;OBER ROTEGG;4967;2113;20109999;19679999;0.631;-203;-7638;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 326.0. ID SGI 2010: A51H/25n.
CH;OBER SCHATZFIRN;4849;2001;20109999;19799999;0.264;-266;-29829;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 876.0. ID SGI 2010: A51E/06.
CH;OBER TATELISHORN-E;5204;2346;20109999;19859999;0.145;-88;-16974;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1613.0. ID SGI 2010: A55C/01.
CH;OBER TATELISHORN-SE;5203;2345;20109999;19679999;0.069;-30;-13970;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1634.0. ID SGI 2010: A55B/43n.
CH;OBERAAR;451;430;18819999;18549999;7.405497;;1430;;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN. No estimates of systematic and random errors possible.
CH;OBERAAR;451;431;18959999;18819999;7.019511;;540;20;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;432;19159999;18959999;7.0198;;-350;90;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;433;19469999;19159999;6.249311;;-1250;130;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;434;19569999;19469999;6.164797;;-10;70;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;435;19619999;19569999;5.656961;;-2710;130;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;436;19739999;19619999;5.362395;;-1240;50;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;437;19819999;19739999;5.261807;;-150;80;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;438;19879999;19819999;5.152852;;-20;20;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;439;19939999;19879999;5.020575;;-1400;70;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;440;19999999;19939999;4.986549;;-400;10;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;441;20069999;19999999;4.540411;;-1500;70;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;442;20099999;19879999;4.077;-1000;-30950;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1111.0. ID SGI 2010: A54G/03.
CH;OBERAAR;451;443;20099999;20069999;;;-1860;230;A. Ramp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAAR;451;444;20150806;20099999;3.654446;;-1160;40;A. Ramp, P.C. Joerg, M. Zemp;Dept. Geography, Univ. Zurich, Switzerland;;Thickness change without GRUENHORN (WGMS_ID 4571) and GRATFIRN.
CH;OBERAARHORN-S;5356;2496;20119999;19759999;0.007;-20;-6095;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 1175.0. ID SGI 2010: B40/20n.
CH;OBERAELPLER;4831;1984;20109999;19739999;0.114;-110;-24965;;Fischer et al.;Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland;Fischer, M., et al., 2014, Arct., Antarc. Alp. Res., 46, 933-945, 10.1657/1938-4246-46.4.933;Survey date method: P & L. Reference date method: M. ID SGI 1973: 405.0. ID SGI 2010: A51D/16.
